0.0666667,0.0688915,0.0309541
0.133333,0.0705726,0.0309541
0.2,0.0727005,0.0242609
0.266667,0.0791351,0.0340656
0.333333,0.0864592,0.0351864
0.4,0.0902525,0.0268473
0.466667,0.0957505,0.0427927
0.533333,0.101887,0.0481143
0.6,0.103204,0.0328978
0.666667,0.105379,0.0513277
0.733333,0.107029,0.0496779
0.8,0.107683,0.035347
0.866667,0.108949,0.0488471
0.933333,0.111288,0.0477655
1,0.111433,0.0319338
1.06667,0.112875,0.0480242
1.13333,0.114745,0.0432982
1.2,0.114776,0.0279955
1.26667,0.115987,0.0411899
1.33333,0.117155,0.0545214
1.4,0.117703,0.0272666
1.46667,0.118264,0.0362954
1.53333,0.119228,0.0381411
1.6,0.120309,0.0283482
1.66667,0.123362,0.0406099
1.73333,0.126564,0.0432276
1.8,0.127696,0.0299431
1.86667,0.131333,0.0441995
1.93333,0.134307,0.0463078
2,0.134001,0.0322003
2.06667,0.13524,0.0467741
2.13333,0.136549,0.0449049
2.2,0.136823,0.0324472
2.26667,0.136944,0.0453163
2.33333,0.137399,0.0448696
2.4,0.138328,0.0325216
2.46667,0.138296,0.0433609
2.53333,0.139017,0.0423224
2.6,0.139695,0.0305192
2.66667,0.141016,0.0410958
2.73333,0.141917,0.0412173
2.8,0.142525,0.0305074
2.86667,0.14459,0.0400926
2.93333,0.145542,0.0397713
3,0.149433,0.0471189
3.06667,0.148936,0.0383096
3.13333,0.149441,0.0378433
3.2,0.149496,0.0267023
3.26667,0.149919,0.0353196
3.33333,0.15039,0.0337678
3.4,0.151589,0.0248487
3.46667,0.153121,0.0349473
3.53333,0.155076,0.0361112
3.6,0.156056,0.0268042
3.66667,0.158211,0.035974
3.73333,0.159508,0.0351864
3.8,0.159967,0.0235281
3.86667,0.161033,0.0345124
3.93333,0.16202,0.0335483
4,0.162785,0.0254091
4.06667,0.16231,0.0353549
4.13333,0.160762,0.0354529
4.2,0.159998,0.0229913
4.26667,0.158552,0.033999
4.33333,0.156953,0.0282228
4.4,0.156471,0.0170308
4.46667,0.155633,0.0222232
4.53333,0.154739,0.0246214
4.6,0.154818,0.0126105
4.66667,0.154344,0.0428475
4.73333,0.154692,0.0214747
4.8,0.155445,0.0122147
4.86667,0.157016,0.0155966
4.93333,0.15838,0.0190804
5,0.158294,0.0129945
5.06667,0.15787,0.016588
5.13333,0.157549,0.0235869
5.2,0.158427,0.0153732
5.26667,0.161229,0.0349042
5.33333,0.164626,0.0366402
5.4,0.166425,0.0280974
5.46667,0.168459,0.0285167
5.53333,0.173937,0.03019
5.6,0.176825,0.0245862
5.66667,0.183762,0.040171
5.73333,0.191673,0.0445796
5.8,0.196509,0.0302135
5.86667,0.206028,0.0444111
5.93333,0.215061,0.0474246
6,0.218846,0.0336816
6.06667,0.228325,0.0521271
6.13333,0.233079,0.0554345
6.2,0.234055,0.0387328
6.26667,0.236422,0.0578328
6.33333,0.240599,0.100935
6.4,0.241923,0.0435725
6.46667,0.243252,0.0608228
6.53333,0.245799,0.0562026
6.6,0.246532,0.0402807
6.66667,0.247128,0.0499835
6.73333,0.24641,0.0500423
6.8,0.245611,0.0374397
6.86667,0.244044,0.0496073
6.93333,0.241265,0.0531342
7,0.240462,0.0375337
7.06667,0.237954,0.0531146
7.13333,0.239803,0.0577505
7.2,0.240035,0.0435372
7.26667,0.240622,0.0582952
7.33333,0.243726,0.0579464
7.4,0.245415,0.0401984
7.46667,0.249275,0.0595139
7.53333,0.25279,0.0619475
7.6,0.254181,0.0460844
7.66667,0.259244,0.0638128
7.73333,0.262697,0.0663482
7.8,0.264158,0.0479458
7.86667,0.264409,0.0671045
7.93333,0.263727,0.0682919
8,0.261552,0.0863808
8.06667,0.261498,0.0674454
8.13333,0.26147,0.067661
8.2,0.261509,0.0529187
8.26667,0.262062,0.0676767
8.33333,0.26265,0.0676649
8.4,0.262054,0.0500345
8.46667,0.263798,0.0665324
8.53333,0.265714,0.0677785
8.6,0.266345,0.0512532
8.66667,0.266713,0.0688562
8.73333,0.269962,0.0707607
8.8,0.270158,0.0507359
8.86667,0.273054,0.0674846
8.93333,0.273473,0.0640988
9,0.274194,0.0497876
9.06667,0.275617,0.064189
9.13333,0.277153,0.0625078
9.2,0.278513,0.0456612
9.26667,0.277882,0.0609168
9.33333,0.278654,0.060619
9.4,0.279171,0.042581
9.46667,0.277416,0.058785
9.53333,0.277043,0.0545175
9.6,0.276444,0.0403043
9.66667,0.275452,0.0863299
9.73333,0.274136,0.0510181
9.8,0.273626,0.0361151
9.86667,0.27151,0.0521702
9.93333,0.270761,0.0504773
10,0.269895,0.0354568
10.0667,0.268924,0.047934
10.1333,0.267677,0.0434353
10.2,0.267505,0.03231
10.2667,0.266055,0.0472247
10.3333,0.265307,0.045187
10.4,0.264452,0.0312128
10.4667,0.261968,0.0484905
10.5333,0.261321,0.0436861
10.6,0.260487,0.0267062
10.6667,0.259429,0.0383057
10.7333,0.258888,0.0374514
10.8,0.258182,0.0261498
10.8667,0.257602,0.0387838
10.9333,0.256317,0.0396185
11,0.256129,0.0289321
11.0667,0.25558,0.0380745
11.1333,0.256082,0.0368949
11.2,0.255929,0.024163
11.2667,0.255729,0.0342145
11.3333,0.25761,0.0709175
11.4,0.257344,0.0265338
11.4667,0.25692,0.0353
11.5333,0.254942,0.0334974
11.6,0.254581,0.020687
11.6667,0.254714,0.0306328
11.7333,0.254397,0.0310403
11.8,0.254154,0.0230108
11.8667,0.253006,0.0316438
11.9333,0.252598,0.0284932
12,0.252931,0.0183123
12.0667,0.25297,0.0267964
12.1333,0.25241,0.0255737
12.2,0.252089,0.0168349
12.2667,0.252281,0.0268982
12.3333,0.251795,0.0267689
12.4,0.251485,0.0167683
12.4667,0.250266,0.0231362
12.5333,0.249663,0.020546
12.6,0.250051,0.0100437
12.6667,0.250756,0.0167213
12.7333,0.250846,0.0183985
12.8,0.250651,0.00948335
12.8667,0.250082,0.0125439
12.9333,0.24998,0.0123009
13,0.250796,0.0513943
13.0667,0.250827,0.0142995
13.1333,0.251144,0.0119678
13.2,0.251422,0.00956565
13.2667,0.251105,0.0111214
13.3333,0.251164,0.0104513
13.4,0.251328,0.00712819
13.4667,0.251524,0.00837435
13.5333,0.251877,0.00815098
13.6,0.251999,0.00704198
13.6667,0.252324,0.00770424
13.7333,0.251873,0.0106668
13.8,0.25156,0.00730061
13.8667,0.251113,0.00845272
13.9333,0.251082,0.00766898
14,0.251066,0.00570177
14.0667,0.251391,0.00813531
14.1333,0.251328,0.00670105
14.2,0.251215,0.00626999
14.2667,0.250846,0.00715954
14.3333,0.25098,0.00833516
14.4,0.250768,0.00619553
14.4667,0.250188,0.00829206
14.5333,0.250321,0.00750439
14.6,0.250419,0.00337404
14.6667,0.250016,0.0514256
14.7333,0.249792,0.00898567
14.8,0.249636,0.00875447
14.8667,0.249608,0.0092208
14.9333,0.249683,0.00936579
15,0.249361,0.00477303
15.0667,0.249385,0.00552934
15.1333,0.249436,0.00667362
15.2,0.249299,0.00457709
15.2667,0.248997,0.00757101
15.3333,0.248809,0.00804909
15.4,0.248699,0.00695185
15.4667,0.248707,0.00734764
15.5333,0.249032,0.00683037
15.6,0.248977,0.00599959
15.6667,0.249263,0.00943633
15.7333,0.249447,0.00997711
15.8,0.249369,0.0077787
15.8667,0.249236,0.00993009
15.9333,0.248546,0.0101221
16,0.248021,0.00840962
16.0667,0.248413,0.00935795
16.1333,0.249522,0.00931485
16.2,0.249781,0.00584284
16.2667,0.250408,0.00731629
16.3333,0.250157,0.0528325
16.4,0.249506,0.00962835
16.4667,0.249502,0.0110391
16.5333,0.249898,0.0130886
16.6,0.249922,0.007716
16.6667,0.249549,0.00666186
16.7333,0.249267,0.00684996
16.8,0.248981,0.00539219
16.8667,0.24853,0.00701847
16.9333,0.248476,0.00442426
17,0.24835,0.00363267
17.0667,0.248335,0.00533341
17.1333,0.248358,0.00418913
17.2,0.248182,0.00281366
17.2667,0.248209,0.00367186
17.3333,0.247856,0.0054784
17.4,0.247751,0.00383253
17.4667,0.247335,0.0040559
17.5333,0.247821,0.00388739
17.6,0.24777,0.00365227
17.6667,0.24761,0.00526287
17.7333,0.247535,0.00530989
17.8,0.24728,0.0028646
17.8667,0.247226,0.0045379
17.9333,0.247273,0.00440075
18,0.246818,0.0442152
18.0667,0.246685,0.00518058
18.1333,0.246371,0.00518449
18.2,0.246124,0.00521193
18.2667,0.246332,0.00594081
18.3333,0.248115,0.00801382
18.4,0.249165,0.00785708
18.4667,0.251136,0.00967145
18.5333,0.252602,0.0115368
18.6,0.253241,0.0078414
18.6667,0.255126,0.011913
18.7333,0.257888,0.0132218
18.8,0.259597,0.0102436
18.8667,0.261623,0.015044
18.9333,0.264476,0.0167644
19,0.265479,0.0143073
19.0667,0.267368,0.0196329
19.1333,0.266357,0.0215413
19.2,0.265644,0.0139194
19.2667,0.26439,0.0190294
19.3333,0.262352,0.0171367
19.4,0.261701,0.0104317
19.4667,0.259981,0.0173483
19.5333,0.257975,0.013453
19.6,0.257426,0.00756317
19.6667,0.25616,0.0587694
19.7333,0.254487,0.0186924
19.8,0.253441,0.0129985
19.8667,0.251387,0.0162158
19.9333,0.24962,0.0143112
20,0.248844,0.00680293
20.0667,0.247512,0.0106786
20.1333,0.246226,0.0095343
20.2,0.24587,0.00487099
20.2667,0.24518,0.00733588
20.3333,0.244737,0.00627782
20.4,0.24458,0.00441642
20.4667,0.244992,0.00651295
20.5333,0.245027,0.00897784
20.6,0.244639,0.00695968
20.6667,0.245172,0.00993793
20.7333,0.244937,0.0131239
20.8,0.244475,0.00852718
20.8667,0.243836,0.013116
20.9333,0.245603,0.0124577
21,0.245799,0.00665402
21.0667,0.246073,0.011094
21.1333,0.245725,0.00922472
21.2,0.245544,0.00824111
21.2667,0.245411,0.0102867
21.3333,0.247092,0.0600508
21.4,0.24703,0.00948727
21.4667,0.247077,0.0115995
21.5333,0.246857,0.0118699
21.6,0.246979,0.00802558
21.6667,0.24768,0.0110038
21.7333,0.248052,0.00972631
21.8,0.248064,0.00664618
21.8667,0.248123,0.00873487
21.9333,0.248119,0.00879365
22,0.247864,0.00529422
22.0667,0.247461,0.0127594
22.1333,0.247265,0.00650903
22.2,0.247265,0.00356997
22.2667,0.247343,0.00458493
22.3333,0.247516,0.0049141
22.4,0.247657,0.00282933
22.4667,0.247586,0.00565082
22.5333,0.247621,0.00513355
22.6,0.247833,0.00424791
22.6667,0.248378,0.00839002
22.7333,0.250364,0.0111175
22.8,0.251556,0.00735156
22.8667,0.253727,0.0117797
22.9333,0.255714,0.0119639
23,0.256027,0.0556383
23.0667,0.258476,0.0160668
23.1333,0.258986,0.0211651
23.2,0.259503,0.0136764
23.2667,0.259691,0.0166507
23.3333,0.259671,0.0173169
23.4,0.259389,0.0141271
23.4667,0.259283,0.0163255
23.5333,0.258962,0.0154007
23.6,0.25879,0.012779
23.6667,0.258837,0.0142015
23.7333,0.258735,0.0204362
23.8,0.258719,0.0111135
23.8667,0.258809,0.0141192
23.9333,0.258939,0.0131826
24,0.25908,0.00967537
24.0667,0.259229,0.0132218
24.1333,0.25915,0.0127516
24.2,0.259068,0.0101025
24.2667,0.259084,0.0135001
24.3333,0.259283,0.01283
24.4,0.25928,0.00983996
24.4667,0.259472,0.0124655
24.5333,0.259542,0.0126027
24.6,0.259421,0.00942065
24.6667,0.25928,0.0544627
24.7333,0.259162,0.0168859
24.8,0.259291,0.0113643
24.8667,0.259197,0.0138723
24.9333,0.258876,0.0123636
25,0.258684,0.0092012
25.0667,0.25799,0.0138136
25.1333,0.258167,0.0123048
25.2,0.258037,0.010079
25.2667,0.257446,0.0114819
25.3333,0.257732,0.0114035
25.4,0.257849,0.0112115
25.4667,0.260036,0.0145346
25.5333,0.262034,0.0176265
25.6,0.26341,0.0153967
25.6667,0.265875,0.0208281
25.7333,0.268026,0.0241277
25.8,0.269006,0.0203579
25.8667,0.271737,0.0279014
25.9333,0.27441,0.0297589
26,0.27497,0.0254483
26.0667,0.27539,0.0338932
26.1333,0.276851,0.0333877
26.2,0.276902,0.0260557
26.2667,0.27776,0.034383
26.3333,0.279767,0.0714935
26.4,0.280488,0.0268669
26.4667,0.280331,0.0366481
26.5333,0.280637,0.0363542
26.6,0.280817,0.0255894
26.6667,0.281048,0.0349904
26.7333,0.281515,0.0346064
26.8,0.28142,0.0252132
26.8667,0.283039,0.0362993
26.9333,0.286009,0.0372476
27,0.287103,0.0282189
27.0667,0.291578,0.0421774
27.1333,0.296261,0.0453163
27.2,0.298122,0.0341518
27.2667,0.302597,0.0489764
27.3333,0.307041,0.052421
27.4,0.310164,0.0416014
27.4667,0.316505,0.0589535
27.5333,0.324244,0.0617868
27.6,0.327936,0.0472443
27.6667,0.334543,0.0657094
27.7333,0.341487,0.0710899
27.8,0.344352,0.0546077
27.8667,0.351135,0.0765487
27.9333,0.355485,0.0767721
28,0.358604,0.132622
28.0667,0.363769,0.0908756
28.1333,0.371085,0.0897548
28.2,0.373864,0.0744874
28.2667,0.380012,0.0941399
28.3333,0.387328,0.0956878
28.4,0.389433,0.0774813
28.4667,0.39555,0.100147
28.5333,0.40102,0.101452
28.6,0.403728,0.0816391
28.6667,0.410704,0.105054
28.7333,0.4163,0.107703
28.8,0.419246,0.0871214
28.8667,0.425771,0.11277
28.9333,0.432218,0.116845
29,0.435627,0.0910284
29.0667,0.439205,0.119839
29.1333,0.441979,0.118589
29.2,0.442222,0.0950412
29.2667,0.444546,0.121732
29.3333,0.446846,0.122382
29.4,0.446568,0.0945631
29.4667,0.449123,0.124726
29.5333,0.448437,0.12335
29.6,0.449754,0.0979058
29.6667,0.456745,0.181724
29.7333,0.458324,0.125145
29.8,0.458834,0.0965264
29.8667,0.461302,0.126869
29.9333,0.465225,0.125016
30,0.466389,0.0955036
30.0667,0.469712,0.126387
30.1333,0.472949,0.123679
30.2,0.47378,0.0936893
30.2667,0.476139,0.1217
30.3333,0.478615,0.120462
30.4,0.479431,0.0848838
30.4667,0.481304,0.118119
30.5333,0.483663,0.114733
30.6,0.484407,0.0797464
30.6667,0.484932,0.112852
30.7333,0.486108,0.108185
30.8,0.486688,0.075906
30.8667,0.487934,0.104207
30.9333,0.488428,0.099536
31,0.488777,0.0655723
31.0667,0.488455,0.0961933
31.1333,0.489098,0.0903152
31.2,0.488577,0.0618534
31.2667,0.489129,0.089504
31.3333,0.494173,0.148301
31.4,0.493934,0.0505635
31.4667,0.493804,0.078367
31.5333,0.493354,0.0759805
31.6,0.492974,0.0468877
31.6667,0.493091,0.0701063
31.7333,0.492014,0.0679196
31.8,0.490717,0.0391365
31.8667,0.490767,0.06607
31.9333,0.489956,0.0635737
32,0.48947,0.0358095
32.0667,0.489835,0.0773442
32.1333,0.489016,0.0592318
32.2,0.488471,0.0329292
32.2667,0.488628,0.0585538
32.3333,0.488675,0.0593101
32.4,0.488314,0.0288302
32.4667,0.48864,0.052566
32.5333,0.488126,0.0487295
32.6,0.487648,0.0275958
32.6667,0.486778,0.0494467
32.7333,0.48715,0.0434628
32.8,0.487107,0.0241708
32.8667,0.487158,0.0416836
32.9333,0.487147,0.0393951
33,0.486872,0.113346
33.0667,0.486876,0.0356997
33.1333,0.487644,0.0393794
33.2,0.487401,0.0200326
33.2667,0.49192,0.035351
33.3333,0.497382,0.0389366
33.4,0.500443,0.0277682
33.4667,0.507281,0.0403826
33.5333,0.515397,0.0326078
33.6,0.519888,0.0277917
33.6667,0.526981,0.0415073
33.7333,0.533117,0.0474599
33.8,0.536288,0.03646
33.8667,0.541264,0.0455044
33.9333,0.545728,0.0482711
34,0.547648,0.0415739
34.0667,0.549251,0.0508417
34.1333,0.549882,0.0524759
34.2,0.550411,0.0429847
34.2667,0.553589,0.0574213
34.3333,0.556159,0.0570373
34.4,0.557417,0.0421774
34.4667,0.562633,0.055023
34.5333,0.568503,0.0544352
34.6,0.571294,0.0412722
34.6667,0.587968,0.175967
34.7333,0.590977,0.0606229
34.8,0.593372,0.0511043
34.8667,0.598827,0.0605406
34.9333,0.6038,0.0601096
35,0.605481,0.0486041
35.0667,0.609035,0.0631858
35.1333,0.611543,0.0633269
35.2,0.61335,0.0472835
35.2667,0.61333,0.0622727
35.3333,0.615062,0.0645377
35.4,0.614231,0.0443445
35.4667,0.614365,0.0632054
35.5333,0.614733,0.0635659
35.6,0.615258,0.0465468
35.6667,0.617496,0.0623315
35.7333,0.617754,0.0638285
35.8,0.617409,0.0455514
35.8667,0.617793,0.0625745
35.9333,0.61739,0.0626568
36,0.618021,0.042389
36.0667,0.616061,0.0615673
36.1333,0.616704,0.0577387
36.2,0.616606,0.0401122
36.2667,0.616414,0.0572724
36.3333,0.618358,0.166754
36.4,0.617782,0.0416445
36.4667,0.61755,0.0593337
36.5333,0.617119,0.0601017
36.6,0.616249,0.0425144
